Watershed,dep_names,expl_names,nobs,p.value,r.squared,adj.r.squared,RMSE,statistic,df,r,p,r.sq.adj,r_labels,r2_labels
Deschutes,CHON_norm,PctConif2019Ws,43,2.9760418165321057e-4,0.2760007178703817,0.2583421987940495,2.625036054679794,15.629890404587075,1,-0.525357704683563,< 0.1,0.26,r~'= '*-0.53,r^2~'= '*0.26
Deschutes,normalized.transformations,WsAreaSqKm,43,0.1404200207853446,0.05224184696030555,0.02912579444714225,1.608505031853567,2.2599813238249387,1,0.22856475441394192,n.s.,NA,NA,NA
Deschutes,normalized.transformations,tt_hr,43,0.07137838315856684,0.07712337843354937,0.05461419254168465,1.5872505328434017,3.426306877736683,1,0.2777109620334592,< 0.1,0.05,r~'= '*0.28,r^2~'= '*0.05
Deschutes,normalized.transformations,Da,43,0.0862611718753914,0.0700744270270391,0.04739331549111325,1.593300728725337,3.089549950673463,1,0.2647157475992675,< 0.1,0.05,r~'= '*0.26,r^2~'= '*0.05
Deschutes,normalized.transformations,lulc_evenness,43,8.495694480385621e-4,0.24020651275501928,0.2216749642856295,1.4401954766726195,12.962031378640052,1,0.4901086744335581,< 0.1,0.22,r~'= '*0.49,r^2~'= '*0.22
Deschutes,normalized.transformations,PctDecid2019Ws,43,0.26960495314843186,0.029641330886709606,0.005974046274190292,1.627570480418213,1.2524178997294113,1,0.172166578890067,n.s.,NA,NA,NA
Deschutes,normalized.transformations,PctConif2019Ws,43,0.004392446545562821,0.18150617057052187,0.16154290643809555,1.4947940624642906,9.092008669849823,1,-0.42603540999607287,< 0.1,0.16,r~'= '*-0.43,r^2~'= '*0.16
Connecticut,DOC_mgL,WsAreaSqKm,42,0.5631619156841225,0.008425802953156711,-0.016363551973014312,1.24146558119076,0.3398960149729941,1,0.09179217261377307,n.s.,NA,NA,NA
Connecticut,DOC_mgL,tt_hr,42,0.4033905220287187,0.017518832899984658,-0.007043196277515706,1.235760166892965,0.7132485990217974,1,0.13235872808388827,n.s.,NA,NA,NA
Connecticut,DOC_mgL,Da,37,0.7415399066897106,0.003147672428891127,-0.02533382264456896,1.2757706347324944,0.1105164044504182,1,0.056104121318233995,n.s.,NA,NA,NA
Connecticut,DOC_mgL,lulc_evenness,42,0.003068269593989791,0.1989765567653055,0.17895097068443822,1.115821405143658,9.936116524220465,1,0.4460678835842202,< 0.1,0.18,r~'= '*0.45,r^2~'= '*0.18
Connecticut,DOC_mgL,PctDecid2019Ws,42,0.014038223883674275,0.14161771530156772,0.12015815818410702,1.155081021074557,6.599284157003355,1,-0.3763212926497354,< 0.1,0.12,r~'= '*-0.38,r^2~'= '*0.12
Connecticut,DOC_mgL,PctConif2019Ws,42,0.8860986094492662,5.192772774684995e-4,-0.02446774079059466,1.2464052974011244,0.020781882658187395,1,0.02278765625220144,n.s.,NA,NA,NA
Connecticut,peaks.with.formula,WsAreaSqKm,45,0.8059950736182427,0.001418124875970841,-0.02180470942923929,825.9265571262058,0.06106596883622808,1,0.037657998831202376,n.s.,NA,NA,NA
Connecticut,peaks.with.formula,tt_hr,45,0.5808554962540173,0.00714681959211828,-0.015942789254576706,823.5540493315584,0.3095253643996349,1,0.08453886438862471,n.s.,NA,NA,NA
Connecticut,peaks.with.formula,Da,39,0.4951307084749549,0.012667227099682711,-0.014017442438163608,843.9467539294052,0.4747005422614284,1,0.11254877653569896,n.s.,NA,NA,NA
Connecticut,peaks.with.formula,lulc_evenness,45,0.006099673010666017,0.16214718367690895,0.14266223446009285,756.5427228387347,8.321663139720748,1,0.40267503483194605,< 0.1,0.14,r~'= '*0.40,r^2~'= '*0.14
Connecticut,peaks.with.formula,PctDecid2019Ws,45,0.009397126777044499,0.1467373605677643,0.12689404337166577,763.4682067582122,7.394799927736633,1,-0.3830631286978222,< 0.1,0.13,r~'= '*-0.38,r^2~'= '*0.13
Connecticut,peaks.with.formula,PctConif2019Ws,45,0.5451047544834142,0.008577864158698078,-0.014478464581797246,822.9603223087968,0.37203946279756983,1,-0.09261675959942714,n.s.,NA,NA,NA
Connecticut,AI_Mod.mean,WsAreaSqKm,45,0.7639306822101348,0.0021198103285026207,-0.021086705710369413,0.02712321743003755,0.0913454792159166,1,0.04604139798597148,n.s.,NA,NA,NA
